comment_id,author,time,likes_count,text,parent_id,video_id
UgwE_MZ-50iRpMdVJwp4AaABAg,@laglendareed8086,1717905346.684748,0,"First of all there is nothing wrong with the standards the problem is the new math is worse than the basics and we should have kept the basics and not add a new way to do math that parents do not understand and we need to add three line paper, cursive writing and not allow cell phones to babysit our children and the Behavior standards is what needs to be raised. No Cell phones and Behavior and back to book and paper is what we need. I am a Teacher by the way...and it sucks trying to leave the profession now. You can keep raising standards all you want but I guarantee you that is not the problem in the U.S. Schools Mr. President Obama.",,XlnspY2wOVw
Ugz87BTvpzLp0tuaaYZ4AaABAg,@outrageouscam2886,1717905346.686244,0,"We lag behind, not because of curricula, but because of lacking parental support and our overall caring about education.",,XlnspY2wOVw
Ugxy7zwli86KLv-Nzzt4AaABAg,@davidthomas9276,1717905345.779818,0,"I take issue with the idea that education - as defined by the government -  is ""what we need in order to survive and thrive as a country.""  What students need, in my opinion, is the freedom to study whatever interests them, and not something that is forced upon them.  We're asked to respect their choice of gender, why not their choice of subjects to learn?",,XlnspY2wOVw
Ugw6MnAYyxS4xsdDSIB4AaABAg,@morecontenttalk7077,1717905345.77753,0,"They always make these videos when they're getting ready to ask for more money. Please stop entertaining them. All they're going to do is say ""we need to save the education system"" and then raise taxes.",,XlnspY2wOVw
UgzBkZFJMIs8fyhYV2R4AaABAg,@brianhornak5937,1717905345.770164,0,At 53 years old... i honestly learned more in college than in a public school.. today... i cant see how students graduate when they are not able to speak properly..intelligently and behave like a bunch of ass.s,,XlnspY2wOVw
UgwU23We2jKMEQVItVN4AaABAg,@way9895,1717905345.776372,0,"School shouldn’t feel like a prison/ 9-5 job/ mandatory torture for 6-8 hours, it should feel like a proper environment to engage in subjects. I am currently a high school student and I find it perplexing that the schools find it acceptable to continue with the status quo. There have been little to no efforts made to actually improving quality of life, if anything it’s been steadily declining. Time outside of school is sparse at best because it’s taken up by homework, studying, extracurricular etc. But personally for myself I feel completely powerless and I feel as if I have no power or say in what happens to my education, I want to be able to express my extreme dissatisfaction with the system that’s meant to benefit me and future generations, I want policies to change and actually increase the quality of life for students otherwise we will destroy ourselves in the long run.",,XlnspY2wOVw
Ugxa46rcym_JHEdE_vN4AaABAg,@jamesdeagle,1717905346.690422,0,"Thank you. Is classroom discipline and lack of teacher authority the hidden root of the problem, with other issues, like curriculum, to follow? James",,XlnspY2wOVw
Ugy31Y-DeWc8P9ov0JN4AaABAg,@JustADreamerLuv,1717905345.775218,0,"I remember common core 
I almost failed out of school lmao 💀

The way they tried to do things just make it so unseasonably difficult for both teachers and students like no one understood anything I don’t think I’ve learned a thing I failed math and English 3 times And 
only started passing when my school stopped using common core in my senior year lol",,XlnspY2wOVw
Ugz5pH2bH9s3f3Q3Yc14AaABAg,@rasputtinbarthalamue487,1717905346.691716,0,Does anyone remember that memorandum?,,XlnspY2wOVw
Ugy0OJ0kEfqMEFN6xRF4AaABAg,@BlessedYakub,1717905346.694358,0,They forgot to mention adding these lgtv issue to school and Teachers have zero power .... so good salary comes with good education...a lot of teachers assistants are not qualified to be a teacher,,XlnspY2wOVw
UgxdT5U4vU_slIXHK-l4AaABAg,@aloyssaint9552,1717905346.695525,0,Thinking about AI,,XlnspY2wOVw
Ugzn6TTAtJVFYP8oe214AaABAg,@pedrorivera7931,1717905346.696682,0,PROVERBS 29/2🏳️‍🌈,,XlnspY2wOVw
UgylzrRwtBKiD52stlh4AaABAg,@AnhTuPhucDerrickHoangCanada,1717905345.774059,0,no standards do whatever hang out whomever,,XlnspY2wOVw
Ugz-fPJSP0kY9czJqbZ4AaABAg,@rockynavarro9866,1717905345.772738,0,This is the reason why Asian people are much more intelligent than US people to be honest..,,XlnspY2wOVw
UgyUkHV136zbdR7xKm94AaABAg,@EternallyRound,1717905346.698969,0,"There is a formula here: Government finds a problem (real or imagined), “fixes” it, and the problem is worse. Why anyone would trust Government to do anything is beyond me.",,XlnspY2wOVw
UgxSxyPFhkbekbWzcV14AaABAg,@cyberelf8627,1717905346.700113,0,"Send private school out of USA. Such as Philippine, India, South Africa, etc. Because money will deal with problem.",,XlnspY2wOVw
Ugx8PrmKP0R-Vbmi73R4AaABAg,@winglaileung,1717905346.693015,0,"Freedom of being lazy that's 
Democracy.",,XlnspY2wOVw
Ugwgr20IlUi74zYxYQF4AaABAg.A23EF7oNCFyA25GVmD4_57,@Idontcarewhatyouclaim,1717905343.494696,0,😂😂 no thanks,,XlnspY2wOVw
Ugylr06wHwxFjILOJ8B4AaABAg,@nathanielmarks4872,1717905345.768841,0,It's about time people are talking sence about school,,XlnspY2wOVw
Ugyt8NBObInHAXo-kBd4AaABAg,@waltdill927,1717905342.231664,0,"More teachers.
More pay.
More resources.
The American family is now perceived as the enemy. The federal government never takes responsibility for its grand schemes.",,XlnspY2wOVw
UgwcuYL2JfMMYslAS3N4AaABAg,@adrianabarnard6402,1717905341.888436,0,That math problem being solved through “common core” made zero common sense to me!,,XlnspY2wOVw
UgxtUm8YvBdOyTRqgrt4AaABAg,@triker114,1717905341.889465,0,obama was not a learder of any sorts he gave our money to iran for waging wars,,XlnspY2wOVw
UgyNX94TJBsCjCFRF-V4AaABAg,@triker114,1717905342.217,0,the first thing to learn is do not trust the media to tell you the truth of a situation of nations news most reporrters lie to you,,XlnspY2wOVw
Ugz6_iyopRFSNcy2KsV4AaABAg,@DEichenberg,1717905342.22003,0,Like I am gonna take NBC's opinion on this...,,XlnspY2wOVw
Ugx2YG8_aAmVQftPO_54AaABAg,@t.fidler5895,1717905342.221521,0,Bill is a national leader? Asking as Europian?,,XlnspY2wOVw
UgzshiRD-RAq2JVI0Mx4AaABAg,@archiehalfbloodneo6988,1717905342.222999,0,Americans are so lucky that they are Americans. As a person who lives in the 3rd world country- I wish you guys ever could experience what kind of education we had,,XlnspY2wOVw
UgzVkUEpywFLlOcdAo14AaABAg,@12131bear,1717905342.224294,0,"I don’t worry about the situation. We still have the best colleges and graduate education system in the world. No doubt about it! Other countries’ best college graduates are trying their best to come to the US to pursuit higher education.  Most of them will stay after have the degrees which should fill up the gaps between our poor compulsory education. Believe me, in this country, 20% of smart people are leading the rest of us.",,XlnspY2wOVw
UgzSKHcV_7bAFD50SPl4AaABAg,@edwingiles5228,1717905342.226868,0,"I've been listening to this and all I understand is if you pay teacher more the kids are going to learn more, then you got to culture of the kjd what basically boils down to is that if the administration of a school corporation games they can lower the expectations of the grades to show that the school in itself as a district has no problems teaching but when it comes to the outside world there's a big difference because half the kids that are graduating in 23 cannot count do not understand basic English do not understand common sense and yet we are thriving supposedly in education when in fact we can hardly get teachers in a position because nobody wants to pay and or the administration does not support the teachers in any decisions they are confronted with",,XlnspY2wOVw
UgwD1E2gJl84FsJ54JB4AaABAg,@davide8087,1717905342.228154,0,to much freedom ...to woke,,XlnspY2wOVw
UgwnIc8rmIn4VIjzuvF4AaABAg,@opiston,1717905342.229369,0,"Parents are failing America, not the education system",,XlnspY2wOVw
UgxvdX4sJUW9fWQYELd4AaABAg,@akane-iroha,1717905342.232824,0,"a collection of dozens of people talking... no context... such kinda vids are poorly produced, researched, and most likely fake.. In this case it is not fake news, but will waste your time.",,XlnspY2wOVw
Ugzc21-AKyAeVoCQ1fp4AaABAg,@WildBill99x,1717905342.592279,0,The core problem with education is government control.,,XlnspY2wOVw
Ugwxn6T28OOz3UsKQzp4AaABAg,@Anonymous12345-u,1717905342.233964,0,It’s not failing. In fact it has the best universities in the world. But if there are students that are failing it’s because they are not that gifted to put it mildly.,,XlnspY2wOVw
UgzprBSt505W3ANPeYF4AaABAg,@Melons-vg8dq,1717905342.235065,0,They make me want to puke,,XlnspY2wOVw
Ugx6zboL05MgNuWCkBZ4AaABAg,@kcg3927,1717905342.236091,0,"Education is broken, bc government is involved.",,XlnspY2wOVw
UgyPntelpy8CFUQePpV4AaABAg,@zer0xposure,1717905342.237109,0,"They stopped teaching actual life skills, started pushing woke agendas, bastardized skill trades",,XlnspY2wOVw
Ugxq5MlFTgONSbGKpBh4AaABAg,@The_Pariah,1717905342.238127,0,"Have you seen the people who learned common core?
I say this objectively as humanely possible...they seem dumber. They're NOT dumber, but they seem dumber b/c common core is trash.",,XlnspY2wOVw
UgxSqzgQeQzB6QcU5qV4AaABAg,@plainjane3439,1717905342.239156,0,I think the adults in charge of the curriculum and teaching the youth are lacking intelligence.. it’s for sure not the kids fault.,,XlnspY2wOVw
Ugzx_asheIg1NfvPltZ4AaABAg,@hibbo1351,1717905342.240178,0,Why is America failing our public schools?  Fixed it for ya.,,XlnspY2wOVw
Ugx3_UsSP-3ongkDQgR4AaABAg,@Learnfromtheworst.-gr3zi,1717905342.582614,0,Maybe because you allow guns?!,,XlnspY2wOVw
UgxjXb_qbzOaIFAQGTx4AaABAg,@B.Celestial,1717905342.588053,0,Florida lottery just had a ONE BILLION  that''s (1) with a B. Jackpot last week. The money is for education only. So.... follow that money pot.  💰,,XlnspY2wOVw
UgxHaiLW1-pFZ6FeRDJ4AaABAg,@kevingrems,1717905342.589565,0,"Education is so ""impor'an""",,XlnspY2wOVw
UgxZ4rrSBdDws1-V_NR4AaABAg,@adrianabarnard6402,1717905341.88741,0,The problem of 32-12 is way too simple to have to show so much more work I see no point of showing how 20+10=30 and I can’t see where the answer even come from.,,XlnspY2wOVw
UgwfEjq-PErIBNqRjJV4AaABAg,@adrianabarnard6402,1717905341.886364,0,Now I see why kids are coming home with no homework now days is to avoid the parents realizing how horrible the curriculum really is.,,XlnspY2wOVw
Ugw1IIgbDI9xRvtZDN14AaABAg,@alessandrobogoni,1717905341.885193,0,"Education involve many people, teachers students families, all of them should have deserved to sit on that desk solving problems and making questions. That's why school is able of create minds that can think. 
Apply skills and values at work gives a meaning to the hours spent on books and going through life choices experience grows.
Students in school starts from a common expectation: ""Rights, Life Liberty and pursuit of Happiness"". Bill of Rights.",,XlnspY2wOVw
Ugx1GItjm8A4FoI3eLp4AaABAg,@spicywater123,1717905341.884039,0,"The media is controlled by Google and Microsoft. They want to trash the public school system as much as possible so that the government will privatize it. They want it privatized so that they can expand their business into education. They also want to privatize police departments. It's a slow process because it's one thing to get people to chant ""defund the police,"" and another thing entirely to get people to chant ""defund public education."" They want you stupid, so you will shut up, buy their product, and remain poor.",,XlnspY2wOVw
Ugyg90NCyMZDvTrx2Jp4AaABAg,@staticplays1871,1717905341.166489,0,It's the DEAN!! 2:01,,XlnspY2wOVw
UgyAt1UkwcAM22VNKyJ4AaABAg,@JaePlay,1717905341.167633,0,Common core initiative was a successful execution of money laundering. Where did those billions go?,,XlnspY2wOVw
UgxkjITtmd7QhEsLpYZ4AaABAg,@Efecretion,1717905341.168774,0,Why do so many videos in the recent weeks / months have such @!#$! awful audio mixing?!?,,XlnspY2wOVw
UgztwgNh0jF2KS_YW854AaABAg,@juie2020,1717905341.169901,0,Schools are outdated. Study at home with AI and virtual reality is the future.,,XlnspY2wOVw
Ugyvjv7fkY5WKe9L23R4AaABAg,@danasandlin2435,1717905341.170923,0,"students come to school with different visions of what encompasses good behavior, plus they come with many medicated challenges: this leads to poor behavior in many classrooms; but all teachers have to have a percentage of these poor performersm and they disrupt the classrooms for the kids who come ready to behave and learn...it really is sad to watch 10 kids per class destroy it for the rest of the students...what are these issues? can't stay in seats; scream out in class; talk loudly without ceasing, playing ball in class (all kinds: tennis, basketball, soccer, etc); throw things across the room; can't refrain from touching other students; put other students in headlocks; hit other students; running through the class and out into the hallway during class; can't put phones away for even a short amount of time; texting in class; curse continually; hyper sexualized; continually touching others hair; disrespectful to teachers and ignore simple request of teachers (like: please sit); this happens every single day in almost every class and teachers are supposed to just deal with this and get students who do not care about formal education be interested in learning subjects that the students do not care about--now, this is truth...these behaviors lead to more serious issues (weapons, criminal activity, running businesses during school)...dts/usa",,XlnspY2wOVw
Ugx3wb_QLTyEGaDvQmF4AaABAg,@josephwhisnant9511,1717905341.171961,0,"It's broken because a large segment of parents gave up their responsibility and the government stepped in along with  the teachers union. Schools are for kids not the unions and big government ( one size fits all policy) Pretty cut and dried, wouldn't you say",,XlnspY2wOVw
UgxHHgBU2sAXDdg4jCB4AaABAg,@aarewethereyet,1717905341.173011,0,Ummm.....13:20. it created the standards. My child just learned the most disgraceful stuff in health. Accessories included and essays on how to make tequila. It did not come from teacher. It came from doe and the state department.,,XlnspY2wOVw
UgzMgcfv_BTj8mgK0Mp4AaABAg,@prawnstar9213,1717905341.174043,0,"This countries greed is on full display for the world.. our kids should have a great education and we should be paying workers fair wages.. yet wages stalled for decades. medical care became privatized and therefore we allowed it to become some capitalist corporate market responsible for making money not caring for patients. We have regressed in terms of developing new medical procedure and development of new drugs. Mental health is a huge issue that we continue to ignore. people who are retired after working all their lives are homeless.. drugs are rampant and half of us believe a presidential election was stolen because our reality star ex president says it was. Is anyone else annoyed? Poverty stricken areas and racially diverse sections of inner cities are the first schools to lose funding. School sports are taken away or already gone, no school bands.. the schools have been left to fend for themselves and work with barely anything. Meanwhile funds meant for them have been used to pay off debt cities shouldnt be in. Why is there a budget when it’s not followed? seems like govt relief is something we read about often but why are we still in debt as a city? Want to try to audit a city? You will find spreadsheets filled with  “fake” debt. For instance.. paying rent for govt buildings.. or funding the repair of a building.. the money you will try to trail and then it just.. poof.. off shore companies and Shell companies in the names of family members of past governors and mayors..my own eye balls have seen this. I worked for a lawyer who was suing the city and we followed a money trail. If it happens in my city it happens everywhere because it’s not necessary illegal.. it’s system fixing.. this country.. we look a fool to be shouting number 1. We need to stop that bevause if our country had fair representation of face and body someone needs to put the Statue of Liberty into one of those fallout shelters for the rich.. and then make other statues of people starving like watching her file her nails from the outside. We owe our kids a future of hope.. not this nauseating bs! But how many times has this been said.. and then we meet some fellow American who is just about the worst most racist bigot ever.. and you think to yourself “we need to die”.",,XlnspY2wOVw
UgxDxdj2Vyj6ljoXu-V4AaABAg.A3QZNbkJES9A3T5QKR_GYB,@statesoftheunited7049,1717905341.445686,0,Well public schools were started and founded by a democrat......,,XlnspY2wOVw
UgwUwfEKADSx1Q7YhS54AaABAg,@atont_,1717905341.863681,0,Did they tryed asking some country in Europe,,XlnspY2wOVw
Ugzo14cBDGivrQ1XhW14AaABAg,@kevinthrogmorton3203,1717905341.865908,0,They are in the schools and that's the problem,,XlnspY2wOVw
UgzWixmy5oz29f8K2m94AaABAg,@brybryguy6314,1717905341.867734,0,"No common core. No same agenda thoughout the nation. Remember a way to have complete control over a nation is by education. We have been educating kids on NOT to think for themselves, NOT to have critical thinking, NOT to have new ideas. Keeping the kids uneducated. Keeping our kids to literally think alike and keeping them on a single minded track. This is just another tatic on how the federal government is again tighting a grip on Americans. That saying, the less you know the better for us.",,XlnspY2wOVw
UgxJIlrSoTgelR_EF014AaABAg,@OPMcGee,1717905341.86944,0,"Schools don't teach anything useful. Building a house, growing food, fixing things. None of it. Just BS algebra. Totally useless in the age of AI.",,XlnspY2wOVw
Ugx1zUbJ5aOzzXaOLNV4AaABAg,@onyx3856,1717905341.870952,0,Democrats are why schools have failed.,,XlnspY2wOVw
UgzjfDohNxfAuUdpRfl4AaABAg,@elisawright7249,1717905341.872448,0,"Students have laptops now. Many are so addicted to games, that is all they do. As hard as we try to block those games that are violent &/or otherwise inappropriate it is a losing battle. Clearly, they learn nothing if that is all they think about.",,XlnspY2wOVw
Ugxelf8amS4lwWt7jLp4AaABAg,@rolxorly7316,1717905341.873984,0,Less school is better for society. Why study usless classes?,,XlnspY2wOVw
UgwDarRbyc2b_vlVfWF4AaABAg,@lancome1black,1717905341.875394,0,What a mess,,XlnspY2wOVw
UgzV8vvbiTnXGySpVD54AaABAg,@sanyoglata1251,1717905341.876687,0,Parnika Arya Bansal Gera is a pervert.,,XlnspY2wOVw
Ugx285PgMpJQ163fM954AaABAg,@suburbanview,1717905341.877975,0,"Politics, and religion trying to destroy PS so they can privatize it and make more money.  Remember Jeff Bush selling PS curriculum with NO CHILD LEFT BEHIND? A program that 
ALL the schools need to have?  Stilll happen with new and old companies forcing States TO BUY THEir MATERIAL OF BE PUNISH BY THEIR GOVERNORS.",,XlnspY2wOVw
UgxcA4g5gERqEJy0ntV4AaABAg,@leeoswald9799,1717905341.879275,0,It is because we are trying to educate blacks.,,XlnspY2wOVw
UgyASWj6QbrXb4_0I3p4AaABAg,@Zet1988,1717905341.88173,0,"I do agree that some teachers need to get paid more but this is one of the few professions that you have guaranteed raises and above all pension. It also varies greatly depending on which zip code you are teaching and what grade you teach. Ultimately though, just like with most things the beurocracy takes all the funding that should go to kids and teachers and moves it to administrative staff. The other day I walked through my old high school and the administration building is now the biggest and shiniest building, not sure what they can possibly be doing there that they need so many people but you gotta wonder.",,XlnspY2wOVw
UgyMKvmLOnE9MHLg_JF4AaABAg,@Explorecountries9999,1717905342.590999,0,Education starts at home... Perhaps there needs to be a cultural foundation to nurture and appreciate education as a whole,,XlnspY2wOVw
Ugw49HU4eoSlaGZJ6ad4AaABAg,@heinzyketchupy4175,1717905342.593609,0,Its falling bc democrats have learned how to monetize them.  Why do you think school administrators are making engineering money doing nothing 🤣🤣🤣🤣🤣🤣🤣? They dont even need to produce positive results just a quota,,XlnspY2wOVw
UgwfIVXeLd53g3sjNzR4AaABAg,@irishfan743,1717905345.767412,0,"As a teacher, I can tell you exactly why. 1) Lack of discipline in the schools. 2) Letting politicians makes educational decisions, it's like asking a teacher to control the financial decisions of a company. They aren't qualified to make those decisions. 3) Parents being held accountable for anything. Parents that don't value education and don't work with their children play a major factor in their child's education. If you didn't read to your children, and continue to through grade school, they are at a major disadvantage. Parents that don't work with their children on their multiplication facts puts them at another disadvantage. We can tell them to practice it, but when they go home and hop right on their video games and tablets all night, they just continue to fall behind further and further. 4) Leveling abilities, having varying abilities all thrown into the same room doesn't work. Full inclusion only looks good on paper. It flies in the face of all research and data, if a child has a disability, they need to be in a special educational setting with small groups and additional supports. It's just the way it is. Throwing me into a surgical room isn't going to turn me into a surgeon. These students dont have the ability or the background knowledge to keep up and a regular education teacher with no additional supports and 25 other students can't physically provide them with what they need. It's impossible.",,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1xiEdPeNXL,@elliotjordan2326,1717905344.838381,0," @thetruepatriot7733  culture wars are not real.   Here is proof.... https://youtu.be/TJ8ws2dqqFg?si=rwsbXRskfNRHU-zb ....  Pat Buchanan invented the term as an undefined, catchall term for everything a right leaning politician can use to incorrectly vilify a political opponent",,XlnspY2wOVw
UgyBT4TYe1BHDxGqdwd4AaABAg.A20__0cdvjkA25Gm8Jb6ku,@Idontcarewhatyouclaim,1717905343.775037,0,"Chemtrails are actually used to make it rain. They're particles designed to help make rain clouds. Now chemicals used could be found in the rain water if examined. Js that part is true. And the govt admits it. Texas has an entire program on their website. 

No one truly believes the earth is flat. Thats just a joke to play on people who are pedantic and literal😂",,XlnspY2wOVw
UgyBT4TYe1BHDxGqdwd4AaABAg.A20__0cdvjkA2spTu1Oo5u,@JJFlores197,1717905343.778428,0,"lmao. I highly doubt ""most"" Americans believe that the Earth is flat or believe in ""chemtrails"". I'm not saying there aren't crazy people who believe that, but its absurd to claim that most believe it...",,XlnspY2wOVw
Ugz6M-nPtRJaY0hm5kV4AaABAg.A1zumE73VLVA25Gqs47SpH,@Idontcarewhatyouclaim,1717905344.025168,0,Easy. Pockets. Especially democrats bc they run our education system.,,XlnspY2wOVw
Ugz6M-nPtRJaY0hm5kV4AaABAg.A1zumE73VLVA273ppHLyEl,@JJFlores197,1717905344.028209,0,"I work in K-12 IT. In my nearly 4.5 years there, I have seen a disgusting amount of waste in just about every category you can think of. Every school district is different, but I'd say the top administrators take up a non-negligible amount in salaries and benefits. And some of these admins don't directly work with students very much or at all or are even in the schools seeing the day-to-day activities of how schools run. Not saying their jobs aren't important, but a lot of them have bloated salaries relative to what they do.

I also see what I believe is a lack of accountability and vetting when it comes to purchasing. A few years ago at one of my schools, I found a printer that was still brand new in box. It was purchased around 2017 but for some reason, it was never put in use. It just sat hidden under a bunch of junk that piled over the years collecting dust. The thing cost at least $500 new. That's just 1 of many egregious examples of financial mismanagement.

My mom works at the school cafeteria. She likes the job but dislikes the disgusting amount of food waste every single day. They don't cook much food in-house as its mostly pre-packaged stuff that they warm up. The official policy is that anything that is left over gets thrown straight into the trash. No one is allowed to take any home or give it to other people. The kids are ""forced"" to take what's a complete meal which includes a main entree, veggies, fruit, and a milk carton. That is so it counts as a full meal so the district gets reimbursed for it. Lunch ladies are required to tell the kids that they HAVE to take a complete meal. If the kid doesn't want green beans for instance, they're still required to take it but they get old they can throw it in the trash. Its ""ok"" because at that point, the student already received a ""complete"" meal. Its absolute insanity. And the people in charge don't care. Its not their money nor is it the district's money. Its all business stuff so the food service dept has special funding from different sources so they don't care at all.

My aunt works in the pre-school system of that same district and its the same issue. Each year, the pre-school (child development program) gets a certain amount of funding. They allocate part of that funding for each pre-school classroom district-wide. Whether or not they need stuff, they have to buy stuff by a certain time. Every year, my aunt and her co-workers have to throw out stuff to make room for new furniture or toys or supplies because they have to use that money. They throw out stuff that's not even a year old and is in otherwise good condition to make room for more junk. Its a never ending cycle.",,XlnspY2wOVw
Ugx_MmAnnA1WEg4LxoJ4AaABAg.A1yKqlv9DXJA25GyvVyBnW,@Idontcarewhatyouclaim,1717905344.209446,0,Kids dont need 8 hrs to learn. Thats so mommy AND daddy can work a decent shift. Homeschooling for preschool is 15 min a day plus whatever we learn while playing.,,XlnspY2wOVw
UgzMQNDRWaJ3vuZMvXl4AaABAg.A1xQ5FaMfZmA1xcqW7nhVT,@thetruepatriot7733,1717905344.416077,0,Yup...,,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1woiNKZ_Jw,@elliotjordan2326,1717905344.828198,0,Culture wars?,,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1xd1yMMvJw,@thetruepatriot7733,1717905344.831032,0,Don't forget woke teachers 😢,,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1xd3k1iKDM,@thetruepatriot7733,1717905344.833685,0,​ @elliotjordan2326 yes... culture and ideology wars.,,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1xfdWVoqNI,@elliotjordan2326,1717905344.836283,0," @thetruepatriot7733  culture wars are not real.   Here is proof.... https://youtu.be/TJ8ws2dqqFg?si=rwsbXRskfNRHU-zb ....  Pat Buchanan invented the term as an undefined, catchall term for everything a right leaning politician can use to incorrectly vilify a political opponent",,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg.A1wj_ImI3EAA1xiK7iO6YZ,@elliotjordan2326,1717905344.840222,0," @thetruepatriot7733  culture wars are not real.   Here is proof.... https://youtu.be/TJ8ws2dqqFg?si=rwsbXRskfNRHU-zb ....  Pat Buchanan invented the term as an undefined, catchall term for everything a right leaning politician can use to incorrectly vilify a political opponent",,XlnspY2wOVw
UgwPGOFnYR7agIkiB6h4AaABAg,@5.angphanhoangduy486,1717905342.59619,0,6:14 12-3=15???,,XlnspY2wOVw
UgyEn8FYx32ImExkGvN4AaABAg.A1uY0zF342fA25H8Lb2tWx,@Idontcarewhatyouclaim,1717905345.131622,0,You mean scores that mean nothing and are easily fudged like all data today?,,XlnspY2wOVw
UgxLK2am6BMNiwl95Hh4AaABAg.A1k2YkM_Pc4A1wotkeCgal,@elliotjordan2326,1717905345.34309,0,That's what you got from this video?,,XlnspY2wOVw
UgxLK2am6BMNiwl95Hh4AaABAg.A1k2YkM_Pc4A1z6hhPvHm7,@Baczkowa78,1717905345.346321,0," @elliotjordan2326  I can take whatever I want, and comment however I like, tyrant.",,XlnspY2wOVw
UgxLK2am6BMNiwl95Hh4AaABAg.A1k2YkM_Pc4A1zU6Eod6v6,@elliotjordan2326,1717905345.348822,0, @Baczkowa78  how am I a tyrant by questioning your media literacy?,,XlnspY2wOVw
Ugxl_twyAiKLcbru8FB4AaABAg,@aubreypassey6086,1717905345.75694,0,We get it our education system sucks it’s not our fault our government turned against us,,XlnspY2wOVw
UgyV7MOQIF9_Ed-e4fB4AaABAg,@Jim-nt7xy,1717905345.759325,0,Education is no longer a meritocracy thanks to the woke left.,,XlnspY2wOVw
UgxJ0iXo2_cFRjXV_CV4AaABAg,@johnalver,1717905345.76119,0,On the bad side of town,,XlnspY2wOVw
UgxkoVLuTDxUkqtUs4t4AaABAg,@niccoarcadia4179,1717905345.76288,0,"The bar should never be lowered because the smart kids suffer too much. Also, bring back manufacturing jobs such as factories, assembly lines, and production pants.",,XlnspY2wOVw
UgzYHGah4Xaj9yZ-fXB4AaABAg,@tawfikahmed.2526,1717905345.764413,0,"Trap a kid in a box and tell him to do this... Do that... Formal education is stupid. I honestly believe we should just teach kids basics.. Reading..writing & basic math. then set him free...he will figure it out. You don't need to waste 15 years of his life teaching him about physics, Spanish and chemistry. To become an accountant/business owner or an artist...in the end.",,XlnspY2wOVw
UgzK_oXsWCF4Xzd83Up4AaABAg,@Littlevisser,1717905345.765917,0,Woke agend,,XlnspY2wOVw
Ugwgr20IlUi74zYxYQF4AaABAg.A23EF7oNCFyA25I0TBy3EF,@rockstartai,1717905343.497691,0," @Idontcarewhatyouclaim  ""no thanks"" after reading about us or just an intuitive ""no thanks""?",,XlnspY2wOVw
UgyUOGK45xAAYVW1jcp4AaABAg,@Kevin-wj4ed,1717905343.22892,0,It's over!!!!!!!!!!,,XlnspY2wOVw
UgyQJO72Vf3_qtckaFV4AaABAg,@joelwillis2043,1717905343.227888,0,"Typical response to Common Core from a Republican, ""they want you to learn how to apply math concepts and read the Federalist papers? That's communist!""",,XlnspY2wOVw
UgyFA_KuZB3DMu5kjfh4AaABAg,@CharityC1370,1717905343.226861,0,What kills me is they know common core isn't working yet they are still doing it,,XlnspY2wOVw
UgwKIM1EvdtnJnPLujF4AaABAg,@daedaluslv2032,1717905342.59737,0,"No, it's not a woke issue. Social justice, my ass. It's a question of not being anti-intellectual.",,XlnspY2wOVw
UgyI508ioa8mW1nshah4AaABAg,@dabears87_76,1717905342.598511,0,This was an Ad for home schooling,,XlnspY2wOVw
UgwDazyLvqRSFhTTM6R4AaABAg,@bobmcbobbington9220,1717905342.599654,0,"Schools can't fix what is changing in a child's life at home/outside school. We, as a whole, are culturally and intellectually at a low point, so kids will reflect that.",,XlnspY2wOVw
UgxumNBH4_ATSAeXkPt4AaABAg,@mariodavis5619,1717905342.601923,0,Kick out of 🏫🎒 Alabama and Georgia example John 17:17 kjv,,XlnspY2wOVw
UgwdFX8koICWfhMhYXt4AaABAg,@nicolaasfourie,1717905342.603019,0,The KKKrats and teacher's Unions.,,XlnspY2wOVw
UgxgcG26zZsQgRXaQgR4AaABAg,@AngryTango,1717905342.604045,0,Obama screwed the country,,XlnspY2wOVw
Ugxcmn4c5_A-zIzhV4h4AaABAg,@rocktopuss9279,1717905342.605073,0,Hopefully teachers and schools will be replaced by AI.,,XlnspY2wOVw
UgwrGTWxZjrMcmEf4l54AaABAg,@SJD326,1717905342.606105,0,"The teachers Union is failing America. The union has threatened to pull their teachers if the school district doesn’t allow the education THEY want, which is why we are seeing gender ideology in schools.",,XlnspY2wOVw
UgxRwNc5OoOmsA6MIF14AaABAg,@boredgrass,1717905342.60713,0,"In ten days it is 25 years since the Columbine school masacre, news about a failing public school system under Democratic and Republican administrations, ridiculous displays of students being trated like army recruits, after every school shooting angry rebukes against even the slightest changes in gun regulations, i.e. Americans rather have their children endure active shooter drills and die in school- or even nursery shootings than change anything, banning schoolbooks, closing school libraries, denying students of colour school because of the natural appearance of their hair, ...have I forgotten something...? Looking at this one can be excused to wonder how much one must hate children to do even one of those things to one's children. I know, America enjoys public displays of praying very much. I would suggest to try to pray in earnest for one, and one  thing only: To never learn what America has become, because no human soul would be able to bear that.",,XlnspY2wOVw
